,Judet,Localitate
2298,Bihor,Picleu
2299,Bihor,Pietroasa
2300,Bihor,Pocioveliște
2301,Bihor,Poclușa de Barcău
2302,Bihor,Poclușa de Beiuș
2303,Bihor,Pocola
2304,Bihor,Poiana
2305,Bihor,Poiana
2306,Bihor,Poiana Tășad
2307,Bihor,Poienii de Jos
2308,Bihor,Poienii de Sus
2309,Bihor,Poietari
2310,Bihor,Pomezeu
2311,Bihor,Ponoară
2312,Bihor,Popești
2313,Bihor,Poșoloaca
2314,Bihor,Prisaca
2315,Bihor,Răbăgani
2316,Bihor,Răcaș
2317,Bihor,Râpa
2318,Bihor,Reghea
2319,Bihor,Remetea
2320,Bihor,Remeți
2321,Bihor,Rieni
2322,Bihor,Rogoz
2323,Bihor,Rohani
2324,Bihor,Roit
2325,Bihor,Rontău
2326,Bihor,Roșia
2327,Bihor,Roșiori
2328,Bihor,Rotărești
2329,Bihor,Rugea
2330,Bihor,Saca
2331,Bihor,Sacalasău
2332,Bihor,Sacalasău Nou
2333,Bihor,Salonta
2334,Bihor,Santăul Mare
2335,Bihor,Santăul Mic
2336,Bihor,Sarcău
2337,Bihor,Satu Barbă
2338,Bihor,Satu Nou
2339,Bihor,Săbolciu
2340,Bihor,Săcădat
2341,Bihor,Săcueni
2342,Bihor,Sălacea
2343,Bihor,Sălard
2344,Bihor,Săldăbagiu de Barcău
2345,Bihor,Săldăbagiu de Munte
2346,Bihor,Săldăbagiu Mic
2347,Bihor,Săliște
2348,Bihor,Săliște de Beiuș
2349,Bihor,Săliște de Pomezeu
2350,Bihor,Săliște de Vașcău
2351,Bihor,Sărand
2352,Bihor,Sărsig
2353,Bihor,Săucani
2354,Bihor,Săud
2355,Bihor,Sâmbăta
2356,Bihor,Sâniob
2357,Bihor,Sânlazăr
2358,Bihor,Sânmartin
2359,Bihor,Sânmartin de Beiuș
2360,Bihor,Sânnicolau de Beiuș
2361,Bihor,Sânnicolau Român
2362,Bihor,Sântandrei
2363,Bihor,Sântelec
2364,Bihor,Sântimreu
2365,Bihor,Sântion
2366,Bihor,Sârbești
2367,Bihor,Sârbi
2368,Bihor,Sebiș
2369,Bihor,Seghiște
2370,Bihor,Sfârnaș
2371,Bihor,Sighiștel
2372,Bihor,Sitani
2373,Bihor,Sititelec
2374,Bihor,Socet
2375,Bihor,Sohodol
2376,Bihor,Spinuș
2377,Bihor,Spinuș de Pomezeu
2378,Bihor,Stâncești
2379,Bihor,Stracoș
2380,Bihor,Subpiatră
2381,Bihor,Sudrigiu
2382,Bihor,Suiug
2383,Bihor,Suplacu de Barcău
2384,Bihor,Suplacu de Tinca
2385,Bihor,Surduc
2386,Bihor,Surducel
2387,Bihor,Șauaieu
2388,Bihor,Șerani
2389,Bihor,Șerghiș
2390,Bihor,Șilindru
2391,Bihor,Șimian
2392,Bihor,Șinteu
2393,Bihor,Șișterea
2394,Bihor,Șoimi
2395,Bihor,Șoimuș
2396,Bihor,Ștei
2397,Bihor,Șumugiu
2398,Bihor,Șuncuiș
2399,Bihor,Șuncuiuș
2400,Bihor,Șuștiu
2401,Bihor,Șușturogi
2402,Bihor,Talpe
2403,Bihor,Talpoș
2404,Bihor,Tarcea
2405,Bihor,Tămașda
2406,Bihor,Tămășeu
2407,Bihor,Tărcaia
2408,Bihor,Tărcăița
2409,Bihor,Tărian
2410,Bihor,Tășad
2411,Bihor,Tăut
2412,Bihor,Tăutelec
2413,Bihor,Tăuteu
2414,Bihor,Târgușor
2415,Bihor,Teleac
2416,Bihor,Telechiu
2417,Bihor,Tileagd
2418,Bihor,Tilecuș
2419,Bihor,Tinca
2420,Bihor,Toboliu
2421,Bihor,Tomnatic
2422,Bihor,Topa de Criș
2423,Bihor,Topa de Jos
2424,Bihor,Topa de Sus
2425,Bihor,Topești
2426,Bihor,Totoreni
2427,Bihor,Tria
2428,Bihor,Tulca
2429,Bihor,Țețchea
2430,Bihor,Țigăneștii de Beiuș
2431,Bihor,Țigăneștii de Criș
2432,Bihor,Ucuriș
2433,Bihor,Uileacu de Beiuș
2434,Bihor,Uileacu de Criș
2435,Bihor,Uileacu de Munte
2436,Bihor,Ursad
2437,Bihor,Urvind
2438,Bihor,Urviș de Beiuș
2439,Bihor,Vadu Crișului
2440,Bihor,Vaida
2441,Bihor,Valea Cerului
2442,Bihor,Valea Crișului
2443,Bihor,Valea de Jos
2444,Bihor,Valea de Sus
2445,Bihor,Valea lui Mihai
2446,Bihor,Valea Mare de Codru
2447,Bihor,Valea Mare de Criș
2448,Bihor,Valea Târnei
2449,Bihor,Varasău
2450,Bihor,Varviz
2451,Bihor,Vașcău
2452,Bihor,Vălani de Pomezeu
2453,Bihor,Vălanii de Beiuș
2454,Bihor,Vărășeni
2455,Bihor,Vărzari
2456,Bihor,Vășad
2457,Bihor,Vâlcelele
2458,Bihor,Vârciorog
2459,Bihor,Viișoara
2460,Bihor,Vintere
2461,Bihor,Voivozi
2462,Bihor,Voivozi
2463,Bihor,Zăvoiu
2464,Bihor,Zece Hotare
2465,Bistrița-Năsăud,Agrieș
2466,Bistrița-Năsăud,Agrieșel
2467,Bistrița-Năsăud,Agrișu de Jos
2468,Bistrița-Năsăud,Agrișu de Sus
2469,Bistrița-Năsăud,Albeștii Bistriței
2470,Bistrița-Năsăud,Alunișul
2471,Bistrița-Năsăud,Anieș
2472,Bistrița-Năsăud,Apatiu
2473,Bistrița-Năsăud,Arcalia
2474,Bistrița-Năsăud,Archiud
2475,Bistrița-Năsăud,Ardan
2476,Bistrița-Năsăud,Arșița
2477,Bistrița-Năsăud,Bața
2478,Bistrița-Năsăud,Bârla
2479,Bistrița-Năsăud,Beclean
2480,Bistrița-Năsăud,Beudiu
2481,Bistrița-Năsăud,Bichigiu
2482,Bistrița-Năsăud,Bidiu
2483,Bistrița-Năsăud,Bistrița
2484,Bistrița-Năsăud,Bistrița Bârgăului
2485,Bistrița-Năsăud,Blăjenii de Jos
2486,Bistrița-Năsăud,Blăjenii de Sus
2487,Bistrița-Năsăud,Borleasa
2488,Bistrița-Năsăud,Bozieș
2489,Bistrița-Năsăud,Braniștea
2490,Bistrița-Năsăud,Brăteni
2491,Bistrița-Năsăud,Breaza
2492,Bistrița-Năsăud,Bretea
2493,Bistrița-Năsăud,Budacu de Jos
2494,Bistrița-Năsăud,Budacu de Sus
2495,Bistrița-Năsăud,Budești
2496,Bistrița-Năsăud,Budești-Fânațe
2497,Bistrița-Năsăud,Budurleni
2498,Bistrița-Năsăud,Buduș
2499,Bistrița-Năsăud,Bungard
2500,Bistrița-Năsăud,Buza Cătun
2501,Bistrița-Năsăud,Caila
2502,Bistrița-Năsăud,Căianu Mare
2503,Bistrița-Năsăud,Căianu Mic
2504,Bistrița-Năsăud,Câmp
2505,Bistrița-Năsăud,Cepari
2506,Bistrița-Năsăud,Chețiu
2507,Bistrița-Năsăud,Chintelnic
2508,Bistrița-Năsăud,Chiochiș
2509,Bistrița-Năsăud,Chiraleș
2510,Bistrița-Năsăud,Chiuza
2511,Bistrița-Năsăud,Ciceu-Corabia
2512,Bistrița-Năsăud,Ciceu-Giurgești
2513,Bistrița-Năsăud,Ciceu-Mihăiești
2514,Bistrița-Năsăud,Ciceu-Poieni
2515,Bistrița-Năsăud,Ciosa
2516,Bistrița-Năsăud,Cireași
2517,Bistrița-Năsăud,Cireșoaia
2518,Bistrița-Năsăud,Coasta
2519,Bistrița-Năsăud,Cociu
2520,Bistrița-Năsăud,Coldău
2521,Bistrița-Năsăud,Colibița
2522,Bistrița-Năsăud,Comlod
2523,Bistrița-Năsăud,Corvinești
2524,Bistrița-Năsăud,Coșbuc
2525,Bistrița-Năsăud,Coșeriu
2526,Bistrița-Năsăud,Crainimăt
2527,Bistrița-Năsăud,Cristeștii Ciceului
2528,Bistrița-Năsăud,Cristur-Șieu
2529,Bistrița-Năsăud,Cușma
2530,Bistrița-Năsăud,Dealul Ștefăniței
2531,Bistrița-Năsăud,Delureni
2532,Bistrița-Năsăud,Dipșa
2533,Bistrița-Năsăud,Dobric
2534,Bistrița-Năsăud,Dobricel
2535,Bistrița-Năsăud,Domnești
2536,Bistrița-Năsăud,Dorolea
2537,Bistrița-Năsăud,Draga
2538,Bistrița-Năsăud,Dumbrava
2539,Bistrița-Năsăud,Dumbrava
2540,Bistrița-Năsăud,Dumbrăveni
2541,Bistrița-Năsăud,Dumbrăvița
2542,Bistrița-Năsăud,Dumitra
2543,Bistrița-Năsăud,Dumitrița
2544,Bistrița-Năsăud,După Deal
2545,Bistrița-Năsăud,Enciu
2546,Bistrița-Năsăud,Fânațe
2547,Bistrița-Năsăud,Fânațele Silivașului
2548,Bistrița-Năsăud,Fântânele
2549,Bistrița-Năsăud,Fântânița
2550,Bistrița-Năsăud,Feldru
2551,Bistrița-Năsăud,Feleac
2552,Bistrița-Năsăud,Fiad
2553,Bistrița-Năsăud,Figa
2554,Bistrița-Năsăud,Florești
2555,Bistrița-Năsăud,Galații Bistriței
2556,Bistrița-Năsăud,Gersa I
2557,Bistrița-Năsăud,Gersa II
2558,Bistrița-Năsăud,Ghemeș
2559,Bistrița-Năsăud,Gledin
2560,Bistrița-Năsăud,Hălmăsău
2561,Bistrița-Năsăud,Hășmașu Ciceului
2562,Bistrița-Năsăud,Herina
2563,Bistrița-Năsăud,Hirean
2564,Bistrița-Năsăud,Ilișua
2565,Bistrița-Năsăud,Ilva Mare
2566,Bistrița-Năsăud,Ilva Mică
2567,Bistrița-Năsăud,Ivăneasa
2568,Bistrița-Năsăud,Jeica
2569,Bistrița-Năsăud,Jelna
2570,Bistrița-Năsăud,Jimbor
2571,Bistrița-Năsăud,Josenii Bârgăului
2572,Bistrița-Năsăud,La Curte
2573,Bistrița-Năsăud,Lechința
2574,Bistrița-Năsăud,Lelești
2575,Bistrița-Năsăud,Leșu
2576,Bistrița-Năsăud,Livezile
2577,Bistrița-Năsăud,Lunca
2578,Bistrița-Năsăud,Lunca Borlesei
2579,Bistrița-Năsăud,Lunca Ilvei
2580,Bistrița-Năsăud,Lunca Leșului
2581,Bistrița-Năsăud,Lunca Sătească
2582,Bistrița-Năsăud,Maieru
2583,Bistrița-Năsăud,Malin
2584,Bistrița-Năsăud,Manic
2585,Bistrița-Năsăud,Matei
2586,Bistrița-Năsăud,Măgura Ilvei
2587,Bistrița-Năsăud,Măgurele
2588,Bistrița-Năsăud,Măluț
2589,Bistrița-Năsăud,Mărișelu
2590,Bistrița-Năsăud,Miceștii de Câmpie
2591,Bistrița-Năsăud,Mijlocenii Bârgăului
2592,Bistrița-Năsăud,Milaș
2593,Bistrița-Năsăud,Mintiu
2594,Bistrița-Năsăud,Mireș
2595,Bistrița-Năsăud,Mititei
2596,Bistrița-Năsăud,Mocod
2597,Bistrița-Năsăud,Mogoșeni
2598,Bistrița-Năsăud,Molișet
2599,Bistrița-Năsăud,Monariu
2600,Bistrița-Năsăud,Monor
2601,Bistrița-Năsăud,Moruț
2602,Bistrița-Năsăud,Mureșenii Bârgăului
2603,Bistrița-Năsăud,Năsăud
2604,Bistrița-Năsăud,Negrilești
2605,Bistrița-Năsăud,Nepos
2606,Bistrița-Năsăud,Nețeni
2607,Bistrița-Năsăud,Nimigea de Jos
2608,Bistrița-Năsăud,Nimigea de Sus
2609,Bistrița-Năsăud,Nușeni
2610,Bistrița-Năsăud,Oarzina
2611,Bistrița-Năsăud,Ocnița
2612,Bistrița-Năsăud,Orheiu Bistriței
2613,Bistrița-Năsăud,Orosfaia
2614,Bistrița-Năsăud,Parva
2615,Bistrița-Năsăud,Păltineasa
2616,Bistrița-Năsăud,Perișor
2617,Bistrița-Năsăud,Petriș
2618,Bistrița-Năsăud,Piatra
2619,Bistrița-Năsăud,Piatra Fântânele
2620,Bistrița-Năsăud,Pinticu
2621,Bistrița-Năsăud,Podenii
2622,Bistrița-Năsăud,Poderei
2623,Bistrița-Năsăud,Podirei
2624,Bistrița-Năsăud,Poiana Ilvei
2625,Bistrița-Năsăud,Poienile Zagrei
2626,Bistrița-Năsăud,Porumbenii
2627,Bistrița-Năsăud,Posmuș
2628,Bistrița-Năsăud,Prundu Bârgăului
2629,Bistrița-Năsăud,Purcărete
2630,Bistrița-Năsăud,Ragla
2631,Bistrița-Năsăud,Răcăteșu
2632,Bistrița-Năsăud,Rebra
2633,Bistrița-Năsăud,Rebrișoara
2634,Bistrița-Năsăud,Reteag
2635,Bistrița-Năsăud,Rodna
2636,Bistrița-Năsăud,Romuli
2637,Bistrița-Năsăud,Runcu Salvei
2638,Bistrița-Năsăud,Rusu Bârgăului
2639,Bistrița-Năsăud,Rusu de Jos
2640,Bistrița-Năsăud,Rusu de Sus
2641,Bistrița-Năsăud,Ruștior
2642,Bistrița-Năsăud,Salva
2643,Bistrița-Năsăud,Satu Nou
2644,Bistrița-Năsăud,Sălcuța
2645,Bistrița-Năsăud,Sărățel
2646,Bistrița-Năsăud,Săsarm
2647,Bistrița-Năsăud,Sângeorz-Băi
2648,Bistrița-Năsăud,Sângeorzu Nou
2649,Bistrița-Năsăud,Sâniacob
2650,Bistrița-Năsăud,Sânmihaiu de Câmpie
2651,Bistrița-Năsăud,Sânnicoară
2652,Bistrița-Năsăud,Sântioana
2653,Bistrița-Năsăud,Scoabe
2654,Bistrița-Năsăud,Sebiș
2655,Bistrița-Năsăud,Silivașu de Câmpie
2656,Bistrița-Năsăud,Simionești
2657,Bistrița-Năsăud,Sita
2658,Bistrița-Năsăud,Spermezeu
2659,Bistrița-Năsăud,Strâmba
2660,Bistrița-Năsăud,Strugureni
2661,Bistrița-Năsăud,Stupini
2662,Bistrița-Năsăud,Suplai
2663,Bistrița-Năsăud,Susenii Bârgăului
2664,Bistrița-Năsăud,Șanț
2665,Bistrița-Năsăud,Șendroaia
2666,Bistrița-Năsăud,Șesuri Spermezeu-Vale
2667,Bistrița-Năsăud,Șieu
2668,Bistrița-Năsăud,Șieu-Măgheruș
2669,Bistrița-Năsăud,Șieu-Odorhei
2670,Bistrița-Năsăud,Șieu-Sfântu
2671,Bistrița-Năsăud,Șieuț
2672,Bistrița-Năsăud,Șintereag
2673,Bistrița-Năsăud,Șintereag-Gară
2674,Bistrița-Năsăud,Șirioara
2675,Bistrița-Năsăud,Șoimuș
2676,Bistrița-Năsăud,Șopteriu
2677,Bistrița-Năsăud,Tărpiu
2678,Bistrița-Năsăud,Tăure
2679,Bistrița-Năsăud,Târlișua
2680,Bistrița-Năsăud,Teaca
2681,Bistrița-Năsăud,Telcișor
2682,Bistrița-Năsăud,Telciu
2683,Bistrița-Năsăud,Tiha Bârgăului
2684,Bistrița-Năsăud,Tonciu
2685,Bistrița-Năsăud,Tureac
2686,Bistrița-Năsăud,Țagu
2687,Bistrița-Năsăud,Țăgșoru
2688,Bistrița-Năsăud,Țentea
2689,Bistrița-Năsăud,Țigău
2690,Bistrița-Năsăud,Uriu
2691,Bistrița-Năsăud,Urmeniș
2692,Bistrița-Năsăud,Valea
2693,Bistrița-Năsăud,Valea Mare
2694,Bistrița-Năsăud,Valea Mare
2695,Bistrița-Năsăud,Valea Măgherușului
2696,Bistrița-Năsăud,Valea Poenii
2697,Bistrița-Năsăud,Valea Vinului
2698,Bistrița-Năsăud,Vermeș
2699,Bistrița-Năsăud,Viile Tecii
2700,Bistrița-Năsăud,Visuia
2701,Bistrița-Năsăud,Vița
2702,Bistrița-Năsăud,Zagra
2703,Bistrița-Năsăud,Zoreni
2704,Botoșani,Adășeni
2705,Botoșani,Agafton
2706,Botoșani,Alba
2707,Botoșani,Albești
2708,Botoșani,Arborea
2709,Botoșani,Aurel Vlaicu
2710,Botoșani,Avram Iancu
2711,Botoșani,Avrămeni
2712,Botoșani,Baisa
2713,Botoșani,Bajura
2714,Botoșani,Balinți
2715,Botoșani,Balta Arsă
2716,Botoșani,Baranca
2717,Botoșani,Baranca
2718,Botoșani,Bașeu
2719,Botoșani,Băbiceni
2720,Botoșani,Bădărăi
2721,Botoșani,Băiceni
2722,Botoșani,Bălușeni
2723,Botoșani,Bălușenii Noi
2724,Botoșani,Bătrânești
2725,Botoșani,Bârsănești
2726,Botoșani,Belcea
2727,Botoșani,Berza
2728,Botoșani,Bivolari
2729,Botoșani,Blândești
2730,Botoșani,Bodeasa
2731,Botoșani,Bogdănești
2732,Botoșani,Bohoghina
2733,Botoșani,Bold
2734,Botoșani,Borolea
2735,Botoșani,Borzești
2736,Botoșani,Boscoteni
2737,Botoșani,Botoșani
2738,Botoșani,Bozieni
2739,Botoșani,Brăești
2740,Botoșani,Brăteni
2741,Botoșani,Brehuiești
2742,Botoșani,Broscăuți
2743,Botoșani,Broșteni
2744,Botoșani,Bucecea
2745,Botoșani,Buda
2746,Botoșani,Buhăceni
2747,Botoșani,Buimăceni
2748,Botoșani,Burla
2749,Botoșani,Burlești
2750,Botoșani,Buzeni
2751,Botoșani,Caraiman
2752,Botoșani,Carasa
2753,Botoșani,Călărași
2754,Botoșani,Călinești
2755,Botoșani,Călugărenii Noi
2756,Botoșani,Călugărenii Vechi
2757,Botoșani,Cătămărești
2758,Botoșani,Cătămărești-Deal
2759,Botoșani,Câmpeni
2760,Botoșani,Cândești
2761,Botoșani,Cerbu
2762,Botoșani,Cerchejeni
2763,Botoșani,Cernești
2764,Botoșani,Cervicești
2765,Botoșani,Cervicești-Deal
2766,Botoșani,Cheliș
2767,Botoșani,Chișcăreni
2768,Botoșani,Chițoveni
2769,Botoșani,Cinghiniia
2770,Botoșani,Ciritei
2771,Botoșani,Cișmănești
2772,Botoșani,Cișmea
2773,Botoșani,Codreni
2774,Botoșani,Concești
2775,Botoșani,Copălău
2776,Botoșani,Cordăreni
2777,Botoșani,Corjăuți
2778,Botoșani,Corlăteni
2779,Botoșani,Corni
2780,Botoșani,Costești
2781,Botoșani,Costinești
2782,Botoșani,Coștiugeni
2783,Botoșani,Coșula
2784,Botoșani,Coșuleni
2785,Botoșani,Cotârgaci
2786,Botoșani,Cotu
2787,Botoșani,Cotu Miculinți
2788,Botoșani,Coțușca
2789,Botoșani,Crasnaleuca
2790,Botoșani,Cristești
2791,Botoșani,Cristinești
2792,Botoșani,Cucorăni
2793,Botoșani,Cucuteni
2794,Botoșani,Curtești
2795,Botoșani,Cuza Vodă
2796,Botoșani,Cuzlău
2797,Botoșani,Dacia
2798,Botoșani,Darabani
2799,Botoșani,Davidoaia
2800,Botoșani,Dămideni
2801,Botoșani,Dămileni
2802,Botoșani,Dângeni
2803,Botoșani,Dealu Crucii
2804,Botoșani,Dersca
2805,Botoșani,Dimăcheni
2806,Botoșani,Dimitrie Cantemir
2807,Botoșani,Dobârceni
2808,Botoșani,Dobrinăuți-Hapăi
2809,Botoșani,Doina
2810,Botoșani,Dolina
2811,Botoșani,Dorobanți
2812,Botoșani,Dorohoi
2813,Botoșani,Dracșani
2814,Botoșani,Dragalina
2815,Botoșani,Dragalina
2816,Botoșani,Draxini
2817,Botoșani,Drăgușeni
2818,Botoșani,Drislea
2819,Botoșani,Dumbrăvița
2820,Botoșani,Dumeni
2821,Botoșani,Durnești
2822,Botoșani,Durnești
2823,Botoșani,Durnești
2824,Botoșani,Eșanca
2825,Botoșani,Flămânzi
2826,Botoșani,Flondora
2827,Botoșani,Florești
2828,Botoșani,Frumușica
2829,Botoșani,Fundu Herții
2830,Botoșani,Galbeni
2831,Botoșani,Gârbeni
2832,Botoșani,Gârbești
2833,Botoșani,George Coșbuc
2834,Botoșani,George Enescu
2835,Botoșani,Ghireni
2836,Botoșani,Gorbănești
2837,Botoșani,Gorovei
2838,Botoșani,Grivița
2839,Botoșani,Guranda
2840,Botoșani,Havârna
2841,Botoșani,Hănești
2842,Botoșani,Hilișeu-Cloșca
2843,Botoșani,Hilișeu-Crișan
2844,Botoșani,Hilișeu-Horia
2845,Botoșani,Hlipiceni
2846,Botoșani,Horia
2847,Botoșani,Horlăceni
2848,Botoșani,Horodiștea
2849,Botoșani,Hrișcani
2850,Botoșani,Hudești
2851,Botoșani,Hudum
2852,Botoșani,Hulub
2853,Botoșani,Hulubești
2854,Botoșani,Huțani
2855,Botoșani,Iacobeni
2856,Botoșani,Ibăneasa
2857,Botoșani,Ibănești
2858,Botoșani,Ichimeni
2859,Botoșani,Icușeni
2860,Botoșani,Iezer
2861,Botoșani,Ilișeni
2862,Botoșani,Ionășeni
2863,Botoșani,Ionășeni
2864,Botoșani,Iorga
2865,Botoșani,Ipotești
2866,Botoșani,Iurești
2867,Botoșani,Izvoare
2868,Botoșani,Jijia
2869,Botoșani,Joldești
2870,Botoșani,Lehnești
2871,Botoșani,Leorda
2872,Botoșani,Libertatea
2873,Botoșani,Lișmănița
2874,Botoșani,Lișna
2875,Botoșani,Livada
2876,Botoșani,Liveni
2877,Botoșani,Loturi
2878,Botoșani,Lozna
2879,Botoșani,Lunca
2880,Botoșani,Lunca
2881,Botoșani,Lupăria
2882,Botoșani,Maghera
2883,Botoșani,Manoleasa
2884,Botoșani,Manoleasa-Prut
2885,Botoșani,Manolești
2886,Botoșani,Mateieni
2887,Botoșani,Mănăstirea Doamnei
2888,Botoșani,Mășcăteni
2889,Botoșani,Mânăstireni
2890,Botoșani,Mândrești
2891,Botoșani,Mândrești
2892,Botoșani,Mesteacăn
2893,Botoșani,Mihai Eminescu
2894,Botoșani,Mihai Viteazu
2895,Botoșani,Mihail Kogălniceanu
2896,Botoșani,Mihăileni
2897,Botoșani,Mihălășeni
2898,Botoșani,Mileanca
2899,Botoșani,Miletin
2900,Botoșani,Miorcani
2901,Botoșani,Miron Costin
2902,Botoșani,Mitoc
2903,Botoșani,Mitoc
2904,Botoșani,Mlenăuți
2905,Botoșani,Moara Jorii
2906,Botoșani,Movila Ruptă
2907,Botoșani,Movileni
2908,Botoșani,Murguța
2909,Botoșani,Năstase
2910,Botoșani,Negreni
2911,Botoșani,Negrești
2912,Botoșani,Nichiteni
2913,Botoșani,Nicolae Bălcescu
2914,Botoșani,Nicșeni
2915,Botoșani,Niculcea
2916,Botoșani,Oneaga
2917,Botoșani,Orășeni-Deal
2918,Botoșani,Orășeni-Vale
2919,Botoșani,Oroftiana
2920,Botoșani,Panaitoaia
2921,Botoșani,Pădureni
2922,Botoșani,Pădureni
2923,Botoșani,Păltiniș
2924,Botoșani,Păsăteni
2925,Botoșani,Păun
2926,Botoșani,Pârâu Negru
2927,Botoșani,Petricani
2928,Botoșani,Pleșani
2929,Botoșani,Plevna
2930,Botoșani,Plopenii Mari
2931,Botoșani,Plopenii Mici
2932,Botoșani,Podeni
2933,Botoșani,Podriga
2934,Botoșani,Pogorăști
2935,Botoșani,Poiana
2936,Botoșani,Poiana
2937,Botoșani,Poiana
2938,Botoșani,Pomârla
2939,Botoșani,Popeni
2940,Botoșani,Popeni
2941,Botoșani,Popoaia
2942,Botoșani,Prăjeni
2943,Botoșani,Prisăcani
2944,Botoșani,Pustoaia
2945,Botoșani,Puțureni
2946,Botoșani,Racovăț
2947,Botoșani,Răchiți
2948,Botoșani,Rădăuți-Prut
2949,Botoșani,Rădeni
2950,Botoșani,Răuseni
2951,Botoșani,Rânghilești
2952,Botoșani,Rânghilești-Deal
2953,Botoșani,Râșca
2954,Botoșani,Recia-Verbia
2955,Botoșani,Rediu
2956,Botoșani,Rediu
2957,Botoșani,Ripiceni
2958,Botoșani,Ripicenii Vechi
2959,Botoșani,Rogojești
2960,Botoșani,Roma
2961,Botoșani,Românești
2962,Botoșani,Românești-Vale
2963,Botoșani,Roșiori
2964,Botoșani,Sadoveni
2965,Botoșani,Santa Mare
2966,Botoșani,Sarafinești
2967,Botoșani,Sarata-Drăgușeni
2968,Botoșani,Sat Nou
2969,Botoșani,Saucenița
2970,Botoșani,Sărata
2971,Botoșani,Sărata
2972,Botoșani,Sărata-Basarab
2973,Botoșani,Săveni
2974,Botoșani,Sârbi
2975,Botoșani,Schit-Orășeni
2976,Botoșani,Scutari
2977,Botoșani,Seliștea
2978,Botoșani,Silișcani
2979,Botoșani,Siliștea
2980,Botoșani,Slobozia
2981,Botoșani,Slobozia
2982,Botoșani,Slobozia
2983,Botoșani,Slobozia Hănești
2984,Botoșani,Slobozia Silișcani
2985,Botoșani,Smârdan
2986,Botoșani,Socrujeni
2987,Botoșani,Soroceni
2988,Botoșani,Stăuceni
2989,Botoșani,Stânca
2990,Botoșani,Stâncești
2991,Botoșani,Stolniceni
2992,Botoșani,Storești
2993,Botoșani,Strahotin
2994,Botoșani,Străteni
2995,Botoșani,Stroiești
2996,Botoșani,Suharău
2997,Botoșani,Sulița
2998,Botoșani,Șendreni
2999,Botoșani,Șendriceni
3000,Botoșani,Șerpenița
3001,Botoșani,Șoldănești
3002,Botoșani,Ștefănești
3003,Botoșani,Știubieni
3004,Botoșani,Șupitca
3005,Botoșani,Talpa
3006,Botoșani,Tătărășeni
3007,Botoșani,Tăutești
3008,Botoșani,Timuș
3009,Botoșani,Tocileni
3010,Botoșani,Todireni
3011,Botoșani,Trușești
3012,Botoșani,Tudor Vladimirescu
3013,Botoșani,Tudor Vladimirescu
3014,Botoșani,Tudora
3015,Botoșani,Ungureni
3016,Botoșani,Unguroaia
3017,Botoșani,Unțeni
3018,Botoșani,Valea Grajdului
3019,Botoșani,Vatra
3020,Botoșani,Văculești
3021,Botoșani,Vâlcelele
3022,Botoșani,Vânători
3023,Botoșani,Vârfu Câmpului
3024,Botoșani,Vicoleni
3025,Botoșani,Victoria
3026,Botoșani,Victoria
3027,Botoșani,Viforeni
3028,Botoșani,Viișoara
3029,Botoșani,Viișoara Mică
3030,Botoșani,Vițcani
3031,Botoșani,Vlădeni
3032,Botoșani,Vlădeni
3033,Botoșani,Vlădeni-Deal
3034,Botoșani,Vlăsinești
3035,Botoșani,Vorniceni
3036,Botoșani,Vorona
3037,Botoșani,Vorona Mare
3038,Botoșani,Vorona-Teodoru
3039,Botoșani,Vultureni
3040,Botoșani,Zahoreni
3041,Botoșani,Zăicești
3042,Botoșani,Zlătunoaia
3043,Botoșani,Zoițani
3044,Brașov,Acriș
3045,Brașov,Arini
3046,Brașov,Bărcuț
3047,Brașov,Beclean
3048,Brașov,Beia
3049,Brașov,Berivoi
3050,Brașov,Bod
3051,Brașov,Bogata Olteană
3052,Brașov,Boholț
3053,Brașov,Bran
3054,Brașov,Brașov
3055,Brașov,Breaza
3056,Brașov,Bucium
3057,Brașov,Bunești
3058,Brașov,Buzăiel
3059,Brașov,Calbor
3060,Brașov,Cața
3061,Brașov,Cărpiniș
3062,Brașov,Cheia
3063,Brașov,Cincșor
3064,Brașov,Cincu
3065,Brașov,Cobor
3066,Brașov,Codlea
3067,Brașov,Colonia 1 Mai
3068,Brașov,Colonia Bod
3069,Brașov,Colonia Reconstrucția
3070,Brașov,Comăna de Jos
3071,Brașov,Comăna de Sus
3072,Brașov,Copăcel
3073,Brașov,Corbi
3074,Brașov,Crihalma
3075,Brașov,Cristian
3076,Brașov,Criț
3077,Brașov,Crizbav
3078,Brașov,Cuciulata
3079,Brașov,Cutuș
3080,Brașov,Dacia
3081,Brașov,Dăișoara
3082,Brașov,Dălghiu
3083,Brașov,Dejani
3084,Brașov,Dopca
3085,Brașov,Drăușeni
3086,Brașov,Dridif
3087,Brașov,Drumul Carului
3088,Brașov,Dumbrăvița
3089,Brașov,Făgăraș
3090,Brașov,Fântâna
3091,Brașov,Feldioara
3092,Brașov,Feldioara
3093,Brașov,Felmer
3094,Brașov,Fundata
3095,Brașov,Fundățica
3096,Brașov,Ghimbav
3097,Brașov,Grânari
3098,Brașov,Grid
3099,Brașov,Gura Văii
3100,Brașov,Hălchiu
3101,Brașov,Hălmeag
3102,Brașov,Hărman
3103,Brașov,Hârseni
3104,Brașov,Hoghiz
3105,Brașov,Holbav
3106,Brașov,Homorod
3107,Brașov,Hurez
3108,Brașov,Iași
3109,Brașov,Ileni
3110,Brașov,Ionești
